registration_number,production_line,iata_type,model_name,model_code,icao_code_hex,iata_code_short,construction_number,test_registration_number,rollout_date,first_flight_date,delivery_date,registration_date,line_number,plane_series,airline_iata_code,airline_icao_code,plane_owner,engines_count,engines_type,plane_age,plane_status,plane_class
N502VL,Airbus A318/A319/A32,A319-100,A319,A319-133,A64344,319,3463,D-AVWL,2000-08-02T22:00:00.000Z,2008-03-31T22:00:00.000Z,2008-04-18T22:00:00.000Z,2008-04-18T22:00:00.000Z,null,132,Y4,null,Wilmington Trust Company,2,JET,9.0,active,1.0
N503VL,Airbus A318/A319/A32,A319-100,A319,A319-133,A646FB,319,3491,D-AVYU,2000-08-02T22:00:00.000Z,2008-04-02T22:00:00.000Z,2008-04-21T22:00:00.000Z,2008-04-21T22:00:00.000Z,null,132,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,9.0,active,1.0
N504VL,Airbus A318/A319/A32,A319-100,A319,A319-133,A64AB2,319,3590,D-AVYK,2000-08-06T22:00:00.000Z,2008-07-07T22:00:00.000Z,2008-07-23T22:00:00.000Z,2008-07-23T22:00:00.000Z,null,132,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,9.0,active,1.0
N505VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A64E69,320,4798,D-AVVT,null,2011-07-19T22:00:00.000Z,2011-07-29T22:00:00.000Z,2011-07-27T22:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,6.0,active,1.0
N506VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A65220,320,4828,F-WWIJ,2000-11-08T23:00:00.000Z,2011-09-08T22:00:00.000Z,2011-09-30T22:00:00.000Z,2011-09-30T22:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,6.0,active,1.0
N507VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A655D7,320,4832,D-AXAM,null,2011-08-28T22:00:00.000Z,2011-09-08T22:00:00.000Z,2011-09-08T22:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,6.0,active,1.0
N508VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A6598E,320,4950,D-AXAS,2000-11-10T23:00:00.000Z,2011-12-07T23:00:00.000Z,2011-12-14T23:00:00.000Z,2011-12-14T23:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,5.0,active,1.0
N509VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A65D45,320,5062,D-AUBC,2000-11-30T23:00:00.000Z,2012-03-21T23:00:00.000Z,2012-03-29T22:00:00.000Z,2012-03-29T22:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,5.0,active,1.0
N510VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A66355,320,5207,D-AVVS,2000-12-05T23:00:00.000Z,2012-06-17T22:00:00.000Z,2012-06-29T22:00:00.000Z,2012-06-29T22:00:00.000Z,null,232,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,5.0,active,1.0
N511VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A6670C,320,5212,D-AVVU,2000-12-05T23:00:00.000Z,2012-06-21T22:00:00.000Z,2012-07-10T22:00:00.000Z,2012-07-10T22:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,5.0,active,1.0
N512VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A66AC3,320,5308,D-AUBA,2000-12-09T23:00:00.000Z,2012-10-09T22:00:00.000Z,2012-10-19T22:00:00.000Z,2012-10-19T22:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,5.0,active,1.0
N513VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A66E7A,320,5322,D-AUBF,2000-12-10T23:00:00.000Z,2012-11-08T23:00:00.000Z,2012-11-20T23:00:00.000Z,2012-11-20T23:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,4.0,active,1.0
N514VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A67231,320,5337,D-AUBJ,2000-12-09T23:00:00.000Z,2012-10-28T23:00:00.000Z,2012-11-02T23:00:00.000Z,2012-11-02T23:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,5.0,active,1.0
N515VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A675E8,320,5391,D-AUBW,2000-12-10T23:00:00.000Z,2012-11-19T23:00:00.000Z,2012-11-27T23:00:00.000Z,2012-11-27T23:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,4.0,active,1.0
N517VL,Airbus A318/A319/A32,A320-200,A320,A320-233,A67D56,320,4741,F-WWIQ,2000-11-04T23:00:00.000Z,2011-05-29T22:00:00.000Z,2011-06-24T22:00:00.000Z,2013-05-19T22:00:00.000Z,null,232,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,6.0,active,1.0
N518VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A6810D,32A,5488,D-AXAB,0000-00-00,2013-02-14T23:00:00.000Z,2013-02-22T23:00:00.000Z,2013-02-22T23:00:00.000Z,null,233,Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,4.0,active,1.0
N519VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A684C4,32A,5510,D-AXAJ,null,2013-03-04T23:00:00.000Z,2013-03-12T23:00:00.000Z,2013-03-12T23:00:00.000Z,null,233(SL),Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,4.0,active,1.0
N520VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A68AD4,32A,5595,D-AUBI,0000-00-00,2013-05-02T22:00:00.000Z,2013-05-20T22:00:00.000Z,2013-05-17T22:00:00.000Z,null,233(SL),Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,4.0,active,1.0
N521VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A68E8B,32A,5651,D-AUBW,0000-00-00,2013-06-02T22:00:00.000Z,2013-06-14T22:00:00.000Z,2013-06-14T22:00:00.000Z,null,233(SL),Y4,null,Wells Fargo Bank Northwest NA Trustee,2,JET,4.0,active,1.0
N522VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A69242,32A,5776,D-AXAB,0000-00-00,2013-09-18T22:00:00.000Z,2013-10-01T22:00:00.000Z,2013-10-01T22:00:00.000Z,null,233(SL),Y4,null,null,2,JET,4.0,active,1.0
N523VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A695F9,32A,6014,D-AUBX,0000-00-00,2014-02-27T23:00:00.000Z,2014-03-11T23:00:00.000Z,2014-03-11T23:00:00.000Z,null,233(SL),Y4,null,null,2,JET,3.0,active,1.0
N524VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A699B0,32A,6161,D-AVVB,0000-00-00,2014-06-09T22:00:00.000Z,2014-06-19T22:00:00.000Z,2014-06-19T22:00:00.000Z,null,233(SL),Y4,null,null,2,JET,3.0,active,1.0
N525VL,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),A69D67,32A,6332,D-AXAA,0000-00-00,2014-10-20T22:00:00.000Z,2014-11-05T23:00:00.000Z,2014-11-03T23:00:00.000Z,null,233(SL),Y4,null,null,2,JET,3.0,active,1.0
XA-VLB,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),0D07F7,32A,5988,F-WWBK,0000-00-00,2014-02-04T23:00:00.000Z,2014-03-05T23:00:00.000Z,2014-03-05T23:00:00.000Z,null,233(SL),Y4,null,null,2,JET,3.0,active,1.0
XA-VLC,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),0D07F6,32A,5996,F-WWBN,0000-00-00,2014-02-05T23:00:00.000Z,2014-02-27T23:00:00.000Z,2014-02-27T23:00:00.000Z,null,233(SL),Y4,null,null,2,JET,3.0,active,1.0
XA-VLD,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),0D081C,32A,6109,D-AXAS,0000-00-00,2014-05-06T22:00:00.000Z,2014-05-14T22:00:00.000Z,2015-05-13T22:00:00.000Z,null,233(SL),Y4,null,null,2,JET,3.0,active,1.0
XA-VOA,Airbus A318/A319/A32,A319-100,A319,A319-133,0D038D,319,2771,D-AVWP,2000-06-03T22:00:00.000Z,2006-04-26T22:00:00.000Z,2006-05-29T22:00:00.000Z,2006-05-29T22:00:00.000Z,null,133,Y4,null,null,2,JET,11.0,active,1.0
XA-VOB,Airbus A318/A319/A32,A319-100,A319,A319-133,0D0392,319,2780,D-AVYJ,2000-06-04T22:00:00.000Z,2006-05-17T22:00:00.000Z,2006-05-29T22:00:00.000Z,2006-05-29T22:00:00.000Z,null,133,Y4,null,null,2,JET,11.0,active,null
XA-VOC,Airbus A318/A319/A32,A319-100,A319,A319-132,0D0005,319,2997,D-AVXK,2000-06-11T22:00:00.000Z,2006-12-13T23:00:00.000Z,2007-01-16T23:00:00.000Z,2007-01-16T23:00:00.000Z,null,132,Y4,null,CIT Capital Finance (Ireland) Ltd,2,JET,10.0,active,1.0
XA-VOD,Airbus A318/A319/A32,A319-100,A319,A319-133,0D002F,319,3045,D-AVWO,2000-07-01T22:00:00.000Z,2007-02-18T23:00:00.000Z,2007-03-14T23:00:00.000Z,2007-03-14T23:00:00.000Z,null,133,Y4,null,null,2,JET,10.0,active,1.0
XA-VOE,Airbus A318/A319/A32,A319-100,A319,A319-133,0D0030,319,3069,D-AVWT,2000-07-02T22:00:00.000Z,2007-03-05T23:00:00.000Z,2007-03-15T23:00:00.000Z,2007-03-15T23:00:00.000Z,null,133,Y4,null,null,2,JET,10.0,active,1.0
XA-VOF,Airbus A318/A319/A32,A319-100,A319,A319-133,0D0031,319,3077,D-AVWQ,2000-07-02T22:00:00.000Z,2007-03-18T23:00:00.000Z,2007-03-27T22:00:00.000Z,2007-03-27T22:00:00.000Z,null,132,Y4,null,null,2,JET,10.0,active,1.0
XA-VOG,Airbus A318/A319/A32,A319-100,A319,A319-133,0D0054,319,3175,D-AVXI,2000-07-05T22:00:00.000Z,2007-06-11T22:00:00.000Z,2007-06-21T22:00:00.000Z,2007-06-21T22:00:00.000Z,null,133,Y4,null,null,2,JET,10.0,active,1.0
XA-VOH,Airbus A318/A319/A32,A319-100,A319,A319-133,0D0057,319,3253,D-AVWU,2000-07-08T22:00:00.000Z,2007-09-09T22:00:00.000Z,2007-09-20T22:00:00.000Z,2007-09-20T22:00:00.000Z,null,133,Y4,null,null,2,JET,10.0,active,1.0
XA-VOI,Airbus A318/A319/A32,A319-100,A319,A319-132,0D036E,319,2657,D-AVYN,2000-05-11T22:00:00.000Z,2005-12-21T23:00:00.000Z,2006-02-28T23:00:00.000Z,2006-02-28T23:00:00.000Z,null,132,Y4,null,null,2,JET,11.0,active,1.0
XA-VOJ,Airbus A318/A319/A32,A319-100,A319,A319-133,0D0058,319,3279,D-AVYM,2000-07-09T22:00:00.000Z,2007-10-08T22:00:00.000Z,2007-10-18T22:00:00.000Z,2007-10-18T22:00:00.000Z,null,132,Y4,null,null,2,JET,10.0,active,1.0
XA-VOK,Airbus A318/A319/A32,A319-100,A319,A319-133,0D042B,319,3450,D-AVYT,2000-08-02T22:00:00.000Z,2008-03-16T23:00:00.000Z,2008-03-28T23:00:00.000Z,2008-03-28T23:00:00.000Z,null,133,Y4,null,null,2,JET,9.0,active,1.0
XA-VOL,Airbus A318/A319/A32,A319-100,A319,A319-132,0D036F,319,2666,D-AVWX,2000-05-31T22:00:00.000Z,2006-01-10T23:00:00.000Z,2006-03-01T23:00:00.000Z,2006-03-01T23:00:00.000Z,null,132,Y4,null,null,2,JET,11.0,active,1.0
XA-VOM,Airbus A318/A319/A32,A320-200,A320,A320-233,0D049E,320,3624,F-WWIM,2000-08-08T22:00:00.000Z,2008-09-14T22:00:00.000Z,2008-10-09T22:00:00.000Z,2008-10-09T22:00:00.000Z,null,233,Y4,null,null,2,JET,9.0,active,1.0
XA-VON,Airbus A318/A319/A32,A320-200,A320,A320-233,0D049F,320,3672,F-WWIN,2000-08-09T22:00:00.000Z,2008-10-20T22:00:00.000Z,2008-11-10T23:00:00.000Z,2008-11-10T23:00:00.000Z,null,233,Y4,null,RBA Aerospace Ltd,2,JET,9.0,active,1.0
XA-VOP,Airbus A318/A319/A32,A319-100,A319,A319-133,0D05BF,319,4403,D-AVXI,2000-10-06T22:00:00.000Z,2010-07-29T22:00:00.000Z,2010-08-05T22:00:00.000Z,2010-08-05T22:00:00.000Z,null,133,Y4,null,CIT Leasing Corporation,2,JET,7.0,active,1.0
XA-VOQ,Airbus A318/A319/A32,A319-100,A319,A319-133,0D05C1,319,4422,D-AVXK,2000-10-07T22:00:00.000Z,2010-08-17T22:00:00.000Z,2010-08-26T22:00:00.000Z,2010-08-26T22:00:00.000Z,null,133,Y4,null,CIT Leasing Corporation,2,JET,7.0,active,1.0
XA-VOV,Airbus A318/A319/A32,A320-200,A320,A320-232,0D0629,320,3524,F-WWDT,2000-08-04T22:00:00.000Z,2008-06-01T22:00:00.000Z,2008-11-27T23:00:00.000Z,2011-05-22T22:00:00.000Z,null,232,Y4,null,Amentum Aircraft Leasing No 3 Ltd,2,JET,9.0,active,1.0
XA-VOW,Airbus A318/A319/A32,A320-200,A320,A320-232,0D0631,320,3543,F-WWIQ,2008-06-01T22:00:00.000Z,2008-06-18T22:00:00.000Z,2008-12-04T23:00:00.000Z,2011-06-14T22:00:00.000Z,null,232,Y4,null,Amentum Aircraft Leasing No 3 Ltd,2,JET,9.0,active,1.0
XA-VOY,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),0D07A8,32A,5793,F-WWIR,0000-00-00,2013-09-18T22:00:00.000Z,2013-10-09T22:00:00.000Z,2013-10-09T22:00:00.000Z,null,233(SL),Y4,null,null,2,JET,4.0,active,1.0
XA-VOZ,Airbus A318/A319/A32,A320-200,A320,A320-233(SL),0D07B3,32A,5819,F-WWBO,0000-00-00,2013-10-06T22:00:00.000Z,2013-11-06T23:00:00.000Z,2013-11-06T23:00:00.000Z,null,233(SL),Y4,null,null,2,JET,4.0,active,1.0
XY-AGS,Airbus A318/A319/A32,A320-200,A320,A320-232,7049A1,320,1407,F-WWDC,1999-12-31T23:00:00.000Z,2001-01-16T23:00:00.000Z,2001-02-26T23:00:00.000Z,2013-01-07T23:00:00.000Z,null,232,Y5,null,International Lease Finance Corp,2,JET,16.0,active,null
PK-YTK,Boeing 737 Classic,B737-400,737,B737-4Y0,8A0055,734,24687,null,null,1990-05-10T22:00:00.000Z,1990-05-24T22:00:00.000Z,2002-12-03T23:00:00.000Z,1865,4Y0,Y6,null,Airplane Holdings Corporation,2,JET,27.0,inactive,null
F-WKVC,ATR 42/72,ATR42-600,ATR 42,ATR42-600,385AFB,AT4,1002,null,0000-00-00,null,2015-08-13T22:00:00.000Z,0000-00-00,null,600,Y7,null,null,2,null,null,inactive,null
F-WKVD,ATR 42/72,ATR42-600,ATR 42,ATR42-600,385B9B,AT4,1005,null,0000-00-00,null,null,0000-00-00,null,600,Y7,null,null,2,null,null,inactive,null
VP-BKT,Boeing 737 Classic,B737-300,737,B737-33R,42411D,733,28871,null,null,1997-06-22T22:00:00.000Z,1997-07-01T22:00:00.000Z,2000-08-06T22:00:00.000Z,2900,33R,Y7,null,Wells Fargo Bank Northwest NA Trustee,2,JET,20.0,active,null
VQ-BDN,Boeing 737 NG,B737-800,737,B737-8K5WIN.,424938,73H,32905,null,null,2001-12-17T23:00:00.000Z,2002-02-21T23:00:00.000Z,2009-06-11T22:00:00.000Z,1046,8K5,Y7,null,BBAM Aircraft Holdings LLC,2,JET,15.0,active,null
VQ-BDO,Boeing 737 NG,B737-800,737,B737-8K5WIN.,424939,73H,32906,null,2002-02-13T23:00:00.000Z,2002-02-20T23:00:00.000Z,2002-03-03T23:00:00.000Z,2009-06-18T22:00:00.000Z,1087,8K5,Y7,null,null,2,JET,15.0,active,null
VQ-BDP,Boeing 737 NG,B737-800,737,B737-8Q8WIN.,42493A,73H,28221,null,null,1999-03-03T23:00:00.000Z,1999-03-18T23:00:00.000Z,2000-09-05T22:00:00.000Z,0226,8Q8,Y7,null,Wells Fargo Bank Northwest NA Trustee,2,JET,18.0,active,null
VQ-BDW,Boeing 737 NG,B737-800,737,B737-8K5WIN.,42499C,73H,27977,null,null,1998-02-25T23:00:00.000Z,1998-04-21T22:00:00.000Z,2000-10-03T22:00:00.000Z,0009,8K5,Y7,null,null,2,JET,19.0,active,null
VQ-BDZ,Boeing 737 NG,B737-800,737,B737-8K5WIN.,42499D,73H,27978,null,null,1998-04-03T22:00:00.000Z,1998-04-23T22:00:00.000Z,2010-05-20T22:00:00.000Z,0040,8K5,Y7,null,null,2,JET,19.0,active,null
VQ-BKR,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4249D9,73H,33559,null,2004-01-10T23:00:00.000Z,2004-01-19T23:00:00.000Z,2004-02-02T23:00:00.000Z,2011-03-28T22:00:00.000Z,1443,8AS,Y7,null,null,2,JET,13.0,active,null
VQ-BNG,Boeing 737 NG,B737-800,737,B737-86JWIN.,4245F5,73H,37747,null,2009-11-17T23:00:00.000Z,2009-11-24T23:00:00.000Z,2009-12-13T23:00:00.000Z,2011-06-10T22:00:00.000Z,3120,86J,Y7,null,RBS Aerospace Ltd,2,JET,7.0,active,null
VQ-BPM,Boeing 737 NG,B737-800,737,B737-8ASWIN.,424553,73H,33812,null,2004-11-10T23:00:00.000Z,2004-11-17T23:00:00.000Z,2004-12-02T23:00:00.000Z,2011-12-20T23:00:00.000Z,1615,8AS,Y7,null,null,2,JET,12.0,active,null
VQ-BQT,Boeing 737 NG,B737-800,737,B737-8ASWIN.,4249EF,73H,33561,null,2004-02-15T23:00:00.000Z,2004-02-23T23:00:00.000Z,2004-03-10T23:00:00.000Z,2011-04-20T22:00:00.000Z,1463,8AS,Y7,null,Wells Fargo Bank Northwest NA Trustee,2,JET,13.0,active,null
B-2112,Boeing 737 Classic,B737-300,737,B737-36N(F),78008E,73Y,28599,null,null,1999-06-24T22:00:00.000Z,1999-07-12T22:00:00.000Z,2014-03-31T22:00:00.000Z,3115,36N,Y8,null,null,2,JET,18.0,active,null
B-2113,Boeing 737 Classic,B737-300,737,B737-36N(F),7802CC,73Y,28602,null,null,1999-07-25T22:00:00.000Z,1999-08-11T22:00:00.000Z,2014-06-17T22:00:00.000Z,3118,36N,Y8,null,null,2,JET,18.0,active,null
B-2115,Boeing 737 Classic,B737-300,737,B737-36N(F),7802D1,73Y,28606,null,null,1999-09-23T22:00:00.000Z,1999-10-21T22:00:00.000Z,2014-06-17T22:00:00.000Z,3124,36N,Y8,null,null,2,JET,18.0,active,null
B-2119,Boeing 737 Classic,B737-300,737,B737-332(F),780A01,73Y,25998,null,null,1993-07-21T22:00:00.000Z,1993-08-05T22:00:00.000Z,2012-10-21T22:00:00.000Z,2510,332F,Y8,null,Hainan Airlines,2,JET,24.0,active,null
B-2432,Boeing 747,B747-400,747,B747-481(BDSF),780493,74Y,28283,null,null,1998-01-18T23:00:00.000Z,1998-01-28T23:00:00.000Z,2008-10-18T22:00:00.000Z,1142,481BDSF,Y8,null,Wells Fargo Bank Northwest NA Trustee,4,JET,19.0,active,null
B-2435,Boeing 747,B747-400,747,B747-481(BDSF),78053B,74Y,28282,null,null,1997-10-28T23:00:00.000Z,1997-11-12T23:00:00.000Z,2009-04-06T22:00:00.000Z,1133,481BDSF,Y8,null,Wells Fargo Bank Northwest NA Trustee,4,JET,20.0,active,null
B-2437,Boeing 747,B747-400,747,B747-481(BDSF),78072A,74Y,25207,null,null,1991-08-01T22:00:00.000Z,1991-08-20T22:00:00.000Z,2000-11-05T23:00:00.000Z,0870,481BDSF,Y8,null,GECAS,4,JET,26.0,active,null
B-2501,Boeing 737 Classic,B737-400,737,B737-44P(F),7BB068,73P,29914,null,null,1998-08-12T22:00:00.000Z,1998-09-02T22:00:00.000Z,1998-09-04T22:00:00.000Z,3067,44PF,Y8,null,null,2,JET,19.0,active,null
B-2578,Boeing 737 Classic,B737-300,737,B737-33A(F),7800B0,73Y,25603,null,null,1992-07-09T22:00:00.000Z,1992-12-10T23:00:00.000Z,1993-04-10T22:00:00.000Z,2333,33AF,Y8,null,null,2,JET,25.0,active,null
B-2885,Boeing 737 Classic,B737-300,737,B737-39K(F),780244,73Y,27274,null,null,1993-12-01T23:00:00.000Z,1993-12-20T23:00:00.000Z,2012-11-05T23:00:00.000Z,2559,39KF,Y8,null,Hainan Airlines,2,JET,23.0,active,null
B-2908,Boeing 737 Classic,B737-300,737,B737-341(F),7BB001,73Y,26854,null,null,1992-05-27T22:00:00.000Z,1993-04-14T22:00:00.000Z,1993-04-14T22:00:00.000Z,2303,341F,Y8,null,null,2,JET,25.0,active,null
B-2942,Boeing 737 Classic,B737-300,737,B737-322(F),7BB022,73Y,25997,null,null,1993-07-12T22:00:00.000Z,1993-08-01T22:00:00.000Z,1993-11-15T23:00:00.000Z,2506,332F,Y8,null,null,2,JET,24.0,active,null
B-2945,Boeing 737 Classic,B737-300,737,B737-39K(F),780752,73Y,27362,null,null,1994-07-20T22:00:00.000Z,1994-08-15T22:00:00.000Z,2011-04-06T22:00:00.000Z,2639,39K(SF),Y8,null,null,2,JET,23.0,active,null
B-2963,Boeing 737 Classic,B737-300,737,B737-3Q8(F),7BB03D,73Y,26325,null,null,1996-02-07T23:00:00.000Z,1996-02-18T23:00:00.000Z,1996-02-18T23:00:00.000Z,2772,3Q8F,Y8,null,null,2,JET,21.0,active,null
B-2993,Boeing 737 Classic,B737-400,737,B737-46Q(F),7BB05D,73P,28759,null,null,1997-12-21T23:00:00.000Z,1998-01-20T23:00:00.000Z,1998-01-20T23:00:00.000Z,2981,46QF,Y8,null,null,2,JET,19.0,active,null
B-3000,Boeing 737 Classic,B737-300,737,B737-36Q(F),7BB10B,73Y,29326,null,null,1998-04-06T22:00:00.000Z,1998-04-24T22:00:00.000Z,2004-06-25T22:00:00.000Z,3020,36Q,Y8,null,Hainan Airlines/Deerjet Aviation,2,JET,19.0,active,null
B-5053,Boeing 737 Classic,B737-300,737,B737-322(F),7BB10E,73Y,24378,null,null,1989-04-03T22:00:00.000Z,1989-04-30T22:00:00.000Z,2005-08-30T22:00:00.000Z,1704,322F,Y8,null,Wells Fargo Bank Northwest NA Trustee,2,JET,28.0,active,null
B-5055,Boeing 737 Classic,B737-300,737,B737-330(QC),7BB0CF,73N,24283,null,null,1989-02-05T23:00:00.000Z,1989-02-22T23:00:00.000Z,2003-01-04T23:00:00.000Z,1677,330F,Y8,null,Automatic Leasing,2,JET,28.0,active,null
B-5056,Boeing 737 Classic,B737-300,737,B737-330(QC),7BB0E3,73N,23836,null,null,1988-02-01T23:00:00.000Z,1988-02-17T23:00:00.000Z,2003-06-29T22:00:00.000Z,1508,330F,Y8,null,Wells Fargo Bank Northwest NA Trustee,2,JET,29.0,active,null
B-5057,Boeing 737 Classic,B737-300,737,B737-330(QC),7BB0D0,73N,23837,null,null,1988-02-14T23:00:00.000Z,1988-03-06T23:00:00.000Z,2003-10-30T23:00:00.000Z,1514,330F,Y8,null,Wells Fargo Bank Northwest NA Trustee,2,JET,29.0,active,null
B-5058,Boeing 737 Classic,B737-300,737,B737-330(F),7BB0F7,73Y,23835,null,null,1987-10-20T23:00:00.000Z,1987-11-04T23:00:00.000Z,2004-01-14T23:00:00.000Z,1465,330F,Y8,null,Wells Fargo Bank Northwest NA Trustee,2,JET,30.0,active,null
B-5059,Boeing 737 Classic,B737-300,737,B737-322(F),7BB10F,73Y,24362,null,null,1989-03-16T23:00:00.000Z,1989-04-04T22:00:00.000Z,2005-04-01T22:00:00.000Z,1696,322F,Y8,null,Wells Fargo Bank Northwest NA Trustee,2,JET,28.0,active,null
EP-LBR,Tupolev Tu-154,Tu-154,Tu-154,Tu-154M,733052,TU5,90A838,null,0000-00-00,null,0000-00-00,2000-01-29T23:00:00.000Z,null,M,Y9,null,null,3,JET,null,inactive,null
EP-LBS,Tupolev Tu-154,Tu-154,Tu-154,Tu-154M,733053,TU5,91A901,null,1992-02-13T23:00:00.000Z,null,null,2000-10-27T22:00:00.000Z,null,M,Y9,null,null,3,JET,null,inactive,null
EP-LBV,Fokker 27/50/60,F27 MK050,F-50,F50,733056,F50,20158,PH-EXB,0000-00-00,1989-06-06T22:00:00.000Z,1989-08-30T22:00:00.000Z,2001-07-05T22:00:00.000Z,null,null,Y9,null,null,2,TURBOPROP,28.0,inactive,null
EP-LCG,Fokker 27/50/60,F27 MK050,F-50,F50,733067,F50,20236,PH-JXL,0000-00-00,1991-11-13T23:00:00.000Z,1992-02-27T23:00:00.000Z,2004-11-29T23:00:00.000Z,null,null,Y9,null,Fokker Services B.V.,2,TURBOPROP,25.0,inactive,null
EP-LCI,McDonnell Douglas DC,DC-9-83,MD83,MD-83,733069,M83,49844,null,null,null,1989-03-30T22:00:00.000Z,2000-09-30T22:00:00.000Z,1579,null,Y9,null,null,2,JET,null,active,null
EP-LCJ,McDonnell Douglas DC,DC-9-82,MD82,MD-82,73306A,M82,53221,null,0000-00-00,1994-03-13T23:00:00.000Z,1994-04-02T22:00:00.000Z,2011-06-09T22:00:00.000Z,2079,null,Y9,null,null,2,JET,23.0,active,null
EP-LCK,McDonnell Douglas DC,DC-9-82,MD82,MD-82,73306B,M82,53224,null,0000-00-00,0000-00-00,1994-06-01T22:00:00.000Z,2000-11-05T23:00:00.000Z,2084,null,Y9,null,null,2,JET,2016.0,active,null
EP-LCL,McDonnell Douglas DC,DC-9-82,MD82,MD-82,73306C,M82,53229,null,0000-00-00,1995-02-03T23:00:00.000Z,1995-02-20T23:00:00.000Z,2000-11-04T23:00:00.000Z,2105,null,Y9,null,null,2,JET,22.0,active,null
EP-LCM,McDonnell Douglas DC,DC-9-82,MD82,MD-82,73306D,M82,53226,null,0000-00-00,1994-07-11T22:00:00.000Z,1994-07-25T22:00:00.000Z,2000-11-07T23:00:00.000Z,2087,null,Y9,null,null,2,JET,23.0,active,null
EP-LCN,McDonnell Douglas DC,DC-9-83,MD82,MD-83,73306E,M83,49569,null,1987-08-03T22:00:00.000Z,1987-08-26T22:00:00.000Z,1987-09-17T22:00:00.000Z,null,1405,null,Y9,null,Germania Flugesellschaft mbH,2,JET,30.0,active,null
EP-LCO,McDonnell Douglas DC,DC-9-83,MD83,MD-83,73306F,M83,53150,null,null,null,1991-03-07T23:00:00.000Z,2000-12-11T23:00:00.000Z,1831,null,Y9,null,null,2,JET,null,active,null
EP-LCP,Fokker 28/70/100,F28 MK0100,F-100,F100,733070,100,11495,PH-EZP,0000-00-00,1995-06-14T22:00:00.000Z,1995-06-19T22:00:00.000Z,2012-12-28T23:00:00.000Z,null,null,Y9,null,null,2,JET,22.0,active,null
EP-LCQ,Fokker 28/70/100,F28 MK0100,F-100,F100,733071,100,11492,PH-EZK,0000-00-00,1995-03-08T23:00:00.000Z,1995-03-19T23:00:00.000Z,2012-12-28T23:00:00.000Z,null,null,Y9,null,null,2,JET,22.0,active,null
EP-LCR,Fokker 28/70/100,F28 MK0100,F-100,F100,733072,100,11330,PH-EZB,0000-00-00,1991-04-04T22:00:00.000Z,1991-06-24T22:00:00.000Z,2012-12-28T23:00:00.000Z,null,null,Y9,null,null,2,JET,26.0,active,null
TC-YAG,Embraer EMB-190/EMB-,EMB190-100,Emb-190,EMB 190-100LR,4BE427,E90,19000263,null,2000-09-01T22:00:00.000Z,2000-09-02T22:00:00.000Z,2009-03-18T23:00:00.000Z,0000-00-00,null,100LR,YB,null,SMBC Aviation Capital (UK) Limited,2,JET,17.0,active,null
